NL #,natural language,alternative Lnaguage name,birth city,birth state,country,age,gender,onset age,english residence,LOR,learning style,sound file name,ethnologue code,notes,,,
79,spanish,NULL,lamas,NULL,peru,70,female,22,usa,41,academic,spanish79.mp3,spa,13-Jul-10,,,
399,english,NULL,la grange,georgia,usa,80,female,0,usa,80,naturalistic,english399.mp3,eng,13-Jul-10,,,
80,spanish,NULL,bogota,NULL,colombia,77,female,75,usa,12,naturalistic,spanish80.mp3,spa,13-Jul-10,,,
81,spanish,NULL,san juan,NULL,puerto rico,63,female,7,usa,2.5,academic,spanish81.mp3,spa,13-Jul-10,,,
400,english,NULL,shanklin,isle of wight,uk,59,female,0,canada,55,naturalistic,english400.mp3,eng,12-Sep-10,,,
401,english,NULL,lucerne,NULL,switzerland,26,male,0,australia,26,naturalistic,english401.mp3,eng,13-Sep-10,,,
402,english,NULL,canberra,NULL,australia,26,female,0,australia,26,naturalistic,english402.mp3,eng,13-Sep-10,,,
403,english,NULL,sydney,NULL,australia,29,female,0,australia,29,naturalistic,english403.mp3,eng,13-Sep-10,,,
404,english,NULL,windsor,NULL,australia,29,male,0,australia,29,naturalistic,english404.mp3,eng,13-Sep-10,,,
405,english,NULL,geelong,NULL,australia,32,female,0,"australia, usa",30,naturalistic,english405.mp3,eng,"19 september 2010.  residence: 2 years in germany and indonesia, 1.5 years in usa and new zealand",,,
1,malagasy,NULL,antananarivo,NULL,madagascar,44,male,20,usa,5,academic,malagasy1.mp3,plt,17-Sep-10,,,
5,pashto,NULL,kandahar,NULL,afghanistan,52,female,22,usa,28,naturalistic,pashto5.mp3,pbt,20-Sep-10,,,
6,pashto,NULL,kandahar,NULL,afghanistan,59,male,17,usa,28,academic,pashto6.mp3,pbt,20-Sep-10,,,
7,pashto,NULL,kabul,NULL,afghanistan,42,female,20,usa,21,academic,pashto7.mp3,pbt,20-Sep-10,,,
406,english,NULL,pensacola,florida,usa,24,female,0,usa,24,naturalistic,english406.mp3,eng,23-Sep-10,,,
2,maltese,NULL,marsa,NULL,malta,74,female,6,canada,48,academic,maltese2.mp3,mlt,23-Sep-10,,,
407,english,NULL,windsor,ontario,canada,47,male,0,canada,47,naturalistic,english407.mp3,eng,23-Sep-10,,,
408,english,NULL,lynwood,california,usa,64,male,0,usa,64,naturalistic,english408.mp3,eng,25-Sep-10,,,
409,english,NULL,maitland,NULL,australia,60,female,0,australia,60,naturalistic,english409.mp3,eng,26-Sep-10,,,
410,english,NULL,hamilton,NULL,new zealand,35,male,0,"New Zealand, Australia",35,naturalistic,english410.mp3,eng,26-Sep-10,,,
7,tagalog,NULL,manila,NULL,philippines,60,male,6,australia,22,academic,tagalog7.mp3,tgl,26-Sep-10,,,
12,japanese,NULL,tokyo,NULL,japan,36,male,12,australia,8.7,academic,japanese12.mp3,jpn,26-Sep-10,,,
5,slovak,NULL,povazska bystrika,NULL,slovakia,32,female,11,australia,10,academic,slovak5.mp3,slk,26-Sep-10,,,
3,danish,NULL,copenhagen,NULL,denmark,53,female,12,usa,26,academic,danish3.mp3,dan,26-Sep-10,,,
1,nuer,NULL,ayod,NULL,sudan,30,male,15,usa,11,academic,nuer1.mp3,nus,23-Sep-10,,,
2,ganda,luganda,kampala,NULL,uganda,34,male,5,"uganda, usa",34,academic,ganda2.mp3,lug,"24 september 2010.  residence:  uganda 33 years, usa 0.3 years",,,
24,korean,NULL,seoul,NULL,south korea,42,male,13,usa,3,academic,korean24.mp3,kor,8-Oct-10,,,
411,english,NULL,washington,district of columbia,usa,26,female,0,usa,26,naturalistic,english411.mp3,eng,5-Oct-10,,,
412,english,NULL,washington,district of columbia,usa,31,female,0,usa,25,naturalistic,english412.mp3,eng,5-Oct-10,,,
413,english,NULL,manchester,england,uk,20,female,0,uk,20,naturalistic,english413.mp3,eng,6-Oct-10,,,
414,english,NULL,woonsocket,rhode island,usa,30,female,0,usa,30,naturalistic,english414.mp3,eng,19-Oct-10,,,
415,english,NULL,woonsocket,rhode island,usa,32,male,0,usa,32,naturalistic,english415.mp3,eng,19-Oct-10,,,
34,portuguese,NULL,porto alegre,NULL,brazil,18,male,14,new zealand,1,naturalistic,portuguese34.mp3,por,23-Oct-10,,,
416,english,NULL,sydney,NULL,australia,34,male,0,"australia, usa",20,naturalistic,english416.mp3,eng,"24 october 2010.  residence: 10 years australia, 10 years usa.  considers himself blingual with portuguese",,,
13,farsi,persian,ghasreshirin,NULL,iran,37,male,12,usa,10,academic,farsi13.mp3,pes,19-Oct-10,,,
8,ukrainian,NULL,luhansk,NULL,ukraine,23,male,17,usa,2,naturalistic,ukrainian8.mp3,ukr,19 october 2010.  considers himself bilingual with russian.,,,
417,english,NULL,cardiff,wales,uk,20,female,0,uk,20,naturalistic,english417.mp3,eng,25-Oct-10,,,
13,japanese,NULL,gunma,NULL,japan,28,male,11,usa,0.1,academic,japanese13.mp3,jpn,25-Oct-10,,,
14,japanese,NULL,akashi,NULL,japan,37,female,12,usa,0.8,academic,japanese14.mp3,jpn,26-Oct-10,,,
24,german,NULL,niedersachsen,NULL,germany,27,male,10,NULL,0,academic,german24.mp3,deu,28-Oct-10,,,
418,english,NULL,arlington,NULL,virginia,29,male,0,usa,29,naturalistic,english418.mp3,eng,27-Oct-10,,,
419,english,NULL,youngstown,ohio,usa,27,male,0,usa,27,naturalistic,english419.mp3,eng,3-Nov-10,,,
25,korean,NULL,anseong,kyong gi,south korea,34,female,12,usa,6,academic,korean25.mp3,kor,7-Nov-10,,,
420,english,NULL,auckland,NULL,new zealand,21,male,0,new zealand,21,naturalistic,english420.mp3,eng,9-Nov-10,,,
421,english,NULL,landstuhl,NULL,germany,38,male,0,usa,25,naturalistic,english421.mp3,eng,"12 november 2010.  residence: first 2 years in germany, then various us and overseas locations.",,,
35,portuguese,NULL,sao paulo,NULL,brazil,22,female,9,usa,0.3,academic,portuguese35.mp3,por,16-Nov-10,,,
422,english,NULL,rochester,new york,usa,31,male,0,usa,31,naturalistic,english422.mp3,eng,17-Nov-10,,,
35,arabic,hijazi,jiddah,NULL,saudi arabia,56,male,16,usa,33,naturalistic,arabic35.mp3,acw,20-Nov-10,,,
36,arabic,hijazi,jiddah,NULL,saudi arabia,36,male,6,"usa, uk",6,academic,arabic36.mp3,acw,20-Nov-10,,,
37,arabic,hijazi,jiddah,NULL,saudi arabia,18,male,16,usa,0.4,academic,arabic37.mp3,acw,20-Nov-10,,,
38,arabic,hijazi,shady grove,maryland,usa,19,female,9,usa,12,academic,arabic38.mp3,acw,"20 november 2010.  residence:  born in usa, but moved to saudi arabia shortly thereafter.  moved back at age 9.",,,
423,english,NULL,baltimore,maryland,usa,24,female,0,usa,24,naturalistic,english423.mp3,eng,22-Nov-10,,,
82,spanish,NULL,la paz,NULL,bolivia,49,male,14,usa,12,academic,spanish82.mp3,spa,20-Nov-10,,,
83,spanish,NULL,la paz,NULL,bolivia,48,male,14,usa,1.4,academic,spanish83.mp3,spa,20-Nov-10,,,
84,spanish,NULL,buenos aires,NULL,argentina,19,female,4,usa,0.2,academic,spanish84.mp3,spa,20-Nov-10,,,
85,spanish,NULL,buenos aires,NULL,argentina,44,female,6,NULL,0,academic,spanish85.mp3,spa,20-Nov-10,,,
86,spanish,NULL,buenos aires,NULL,argentina,23,male,4,NULL,0,academic,spanish86.mp3,spa,23-Nov-10,,,
87,spanish,NULL,la paz,NULL,bolivia,55,male,9,"usa, ireland",2.2,academic,spanish87.mp3,spa,23-Nov-10,,,
88,spanish,NULL,la paz,NULL,bolivia,53,male,25,usa,29,naturalistic,spanish88.mp3,spa,23-Nov-10,,,
7,albanian,NULL,prishtina,NULL,kosovo,45,female,11,usa,12,academic,albanian7.mp3,als,27-Nov-10,,,
8,albanian,NULL,prishtina,NULL,kosovo,43,female,9,usa,13,academic,albanian8.mp3,als,27-Nov-10,,,
39,arabic,hijazi,jiddah,NULL,saudi arabia,22,male,5,usa,2,academic,arabic39.mp3,acw,28-Nov-10,,,
24,italian,NULL,milan,NULL,italy,23,female,6,NULL,0,academic,italian24.mp3,ita,2-Dec-10,,,
34,russian,NULL,vladivostok,NULL,russia,19,male,15,new zealand,2,academic,russian34.mp3,rus,3-Dec-10,,,
9,hausa,NULL,kaltungo,gombe,nigeria,43,male,5,"nigeria, uk, usa",43,naturalistic,hausa9.mp3,hau,"4 december 2010.  residence: 34 yrs. nigeria, 5 yrs uk, 4 yrs usa",,,
424,english,NULL,danville,virginia,usa,75,male,0,usa,75,naturalistic,english424.mp3,eng,25-Dec-10,,,
425,english,NULL,danville,virginia,usa,31,male,0,usa,31,naturalistic,english425.mp3,eng,"25 december 2010.  moved to florence, sc at age 3.  father is 424, mother is 427",,,
426,english,NULL,florence,south carolina,usa,30,female,0,usa,30,naturalistic,english426.mp3,eng,25-Dec-10,,,
427,english,NULL,hanover,pennsylvania,usa,68,female,0,usa,68,naturalistic,english427.mp3,eng,25-Dec-10,,,
428,english,NULL,kingstree,south carolina,usa,55,female,0,usa,55,naturalistic,english428.mp3,eng,25-Dec-10,,,
4,catalan,NULL,barcelona,NULL,spain,21,female,11,finland,0.5,academic,catalan4.mp3,cat,10-Jan-11,,,
8,greek,NULL,athens,NULL,greece,37,male,3,uk,0.2,academic,greek8.mp3,ell,11-Jan-11,,,
429,english,NULL,philadelphia,pennsylvania,usa,19,female,0,usa,19,naturalistic,english429.mp3,eng,13-Jan-11,,,
2,xiang,chinese,changsha,hunan,china,30,male,12,usa,4.5,academic,xiang2.mp3,hsn,14-Jan-11,,,
9,greek,NULL,athens,NULL,greece,23,female,6,NULL,0,academic,greek9.mp3,ell,18-Jan-11,,,
430,english,NULL,melbourne,NULL,australia,23,female,0,australia,23,naturalistic,english430.mp3,eng,20-Jan-11,,,
40,arabic,hijazi,jiddah,NULL,saudi arabia,19,male,13,usa,0.1,academic,arabic40.mp3,acw,1-Feb-11,,,
41,arabic,hijazi,riyadh,NULL,saudi arabia,25,male,7,usa,1.5,academic,arabic41.mp3,acw,1-Feb-11,,,
42,arabic,hijazi,jiddah,NULL,saudi arabia,21,male,13,usa,0.5,academic,arabic42.mp3,acw,1-Feb-11,,,
431,english,NULL,green bay,wisconsin,usa,23,female,0,usa,23,naturalistic,english431.mp3,eng,2-Mar-11,,,
38,french,NULL,montreal,quebec,canada,22,male,8,canada,22,academic,french38.mp3,fra,11-Mar-11,,,
89,spanish,NULL,monterrey,NULL,mexico,22,male,13,usa,9,academic,spanish89.mp3,spa,16-Mar-11,,,
43,arabic,NULL,beirut,NULL,lebanon,29,female,8,NULL,0,academic,arabic43.mp3,apc,12 march 2011, lived in france since age 4,,
39,french,NULL,pezenas,NULL,france,28,male,13,NULL,0,academic,french39.mp3,fra,12-Mar-11,,,
432,english,NULL,dublin,NULL,ireland,22,female,0,ireland,21,naturalistic,english432.mp3,eng,15-Mar-11,,,
40,french,NULL,rouen,NULL,france,44,female,13.5,uk,1,academic,french40.mp3,fra,15-Mar-11,,,
433,english,NULL,gladwin,michigan,usa,32,female,0,usa,32,naturalistic,english433.mp3,eng,29-Mar-11,,,
90,spanish,NULL,caracas,NULL,venezuela,23,female,3,usa,2,naturalistic,spanish90.mp3,spa,31-Mar-11,,,
5,afrikaans,NULL,cape town,NULL,south africa,19,male,6,australia,9,academic,afrikaans5.mp3,afr,2 april 2011.  residence:moved to australia at age 8,,,
91,spanish,NULL,caracas,NULL,venezuela,20,female,7,usa,10,naturalistic,spanish91.mp3,spa,5-Apr-11,,,
4,danish,NULL,aarhus,NULL,denmark,21,female,11,usa,0.25,academic,danish4.mp3,dan,5-Apr-11,,,
92,spanish,NULL,cardenas,NULL,cuba,54,male,9,usa,45,naturalistic,spanish92.mp3,spa,5-Apr-11,,,
93,spanish,NULL,santa rosa,NULL,honduras,29,female,18,usa,11,naturalistic,spanish93.mp3,spa,5-Apr-11,,,
11,hindi,hindi-urdu,chandigarh,NULL,india,20,male,4,usa,7,academic,hindi11.mp3,hin,5-Apr-11,,,
36,portuguese,NULL,uberlandia,NULL,brazil,39,female,15,usa,12,academic,portuguese36.mp3,por,5-Apr-11,,,
94,spanish,NULL,bogota,NULL,colombia,19,male,6,usa,11,academic,spanish94.mp3,spa,5-Apr-11,,,
12,hindi,hindi-urdu,allahabad,NULL,india,25,female,4,usa,4,academic,hindi12.mp3,hin,5-Apr-11,,,
12,swedish,NULL,malmo,NULL,sweden,23,male,7,usa,0.5,academic,swedish12.mp3,swe,5-Apr-11,,,
2,shona,NULL,harare,NULL,zimbabwe,20,female,6,usa,9,academic,shona2.mp3,sna,5-Apr-11,,,
25,german,NULL,geislingen,NULL,germany,21,female,11,usa,0.25,academic,german25.mp3,deu,5-Apr-11,,,
95,spanish,NULL,juarez,NULL,mexico,31,female,21,usa,10,naturalistic,spanish95.mp3,spa,5-Apr-11,,,
13,swedish,NULL,umea,NULL,sweden,28,female,10,usa,3,academic,swedish13.mp3,swe,5-Apr-11,,,
12,bulgarian,NULL,sofia,NULL,bulgaria,30,female,9,usa,8,academic,bulgarian12.mp3,bul,5-Apr-11,,,
28,mandarin,chinese,shanghai,NULL,china,45,male,15,usa,20,academic,mandarin28.mp3,cmn,5-Apr-11,,,
18,romanian,NULL,solotvino,NULL,ukraine,43,female,28,usa,15,naturalistic,romanian18.mp3,ron,5-Apr-11,,,
96,spanish,NULL,arequipa,NULL,peru,29,female,12,usa,4.25,academic,spanish96.mp3,spa,5-Apr-11,,,
97,spanish,NULL,bogota,NULL,colombia,52,female,19,usa,17.5,academic,spanish97.mp3,spa,5-Apr-11,,,
98,spanish,NULL,veracruz,NULL,mexico,34,male,29,usa,5,naturalistic,spanish98.mp3,spa,5-Apr-11,,,
26,german,NULL,stuttgart,NULL,germany,77,female,24,usa,53,naturalistic,german26.mp3,deu,5-Apr-11,,,
17,polish,NULL,krakow,NULL,poland,33,female,13,usa,9,academic,polish17.mp3,pol,5-Apr-11,,,
37,portuguese,NULL,sao paulo,NULL,brazil,43,female,26,usa,16,naturalistic,portuguese37.mp3,por,5-Apr-11,,,
44,arabic,hijazi,jiddah,NULL,saudi arabia,29,female,7,usa,0.6,academic,arabic44.mp3,acw,12-Apr-11,,,
45,arabic,NULL,fort collins,colorado,usa,32,female,12,usa,0.5,naturalistic,arabic45.mp3,acw,12 april 2011.  left usa as an infant at 6 mos.,,,
46,arabic,hijazi,jiddah,NULL,saudi arabia,28,male,13,"uk, usa",1,academic,arabic46.mp3,acw,"12 april 2011.  3 month uk, 10 monthusa",,,
47,arabic,hijazi,jiddah,NULL,saudi arabia,39,male,16,usa,0.75,academic,arabic47.mp3,acw,12-Apr-11,,,
48,arabic,NULL,mecca,NULL,saudi arabia,29,male,12,usa,1,academic,arabic48.mp3,acw,12-Apr-11,,,
49,arabic,NULL,medina,NULL,saudi arabia,26,male,8,usa,1,academic,arabic49.mp3,acw,12-Apr-11,,,
50,arabic,NULL,jiddah,NULL,saudi arabia,36,male,22,usa,0.75,academic,arabic50.mp3,acw,12-Apr-11,,,
30,dutch,NULL,sint-niklaas,NULL,belgium,21,female,14,NULL,0,academic,dutch30.mp3,nld,20-Apr-11,,,
31,dutch,NULL,antwerp,NULL,belgium,23,female,13,NULL,0,academic,dutch31.mp3,nld,"21 april, 2011",,,
32,dutch,NULL,brasschaat,NULL,belgium,21,male,14,NULL,0,academic,dutch32.mp3,nld,"20 april, 2011",,,
6,lithuanian,NULL,visaginas,NULL,lithuania,21,female,10,NULL,0,academic,lithuanian6.mp3,lit,"21 april, 2011",,,
33,dutch,NULL,mechelen,NULL,belgium,22,female,9,NULL,0,naturalistic,dutch33.mp3,nld,"25 april, 2011",,,
35,russian,NULL,dresden,NULL,germany,27,male,16,NULL,0,academic,russian35.mp3,rus,27 april 2011.  spoke ukrainian at an early age,,,
34,dutch,NULL,bornem,NULL,belgium,22,female,14,NULL,0,academic,dutch34.mp3,nld,29-Apr-11,,,
434,english,NULL,kansas city,kansas,usa,24,male,0,usa,24,naturalistic,english434.mp3,eng,29-Apr-11,,,
38,portuguese,NULL,rio de janeiro,NULL,brazil,25,male,15,NULL,0,naturalistic,portuguese38.mp3,por,29-Apr-11,,,
435,english,NULL,palm springs,california,usa,20,female,0,usa,17,naturalistic,english435.mp3,eng,"5 may, 2011",,,
2,vlaams,flemish,turnhout,NULL,belgium,21,female,14,NULL,0,academic,vlaams2.mp3,vls,4-May-11,,,
35,dutch,NULL,mortsel,NULL,belgium,21,female,13,NULL,0,academic,dutch35.mp3,nld,"5 may, 2011",,,
41,french,NULL,la massana,NULL,andorra,24,male,12,NULL,0,academic,french41.mp3,fra,4-May-11,,,
436,english,NULL,freeport,NULL,the bahamas,19,female,0,the bahamas,19,naturalistic,english436.mp3,eng,9-May-11,,,
36,dutch,NULL,turnhout,NULL,belgium,21,female,12,NULL,0,academic,dutch36.mp3,nld,10-May-11,,,
437,english,NULL,cleveland,ohio,usa,21,male,0,usa,21,naturalistic,english437.mp3,eng,11-May-11,,,
3,vlaams,flemish,herentals,NULL,belgium,22,female,14,NULL,0,academic,vlaams3.mp3,vls,11-May-11,,,
37,dutch,NULL,antwerp,NULL,belgium,21,female,11,NULL,0,academic,dutch37.mp3,nld,12-May-10,,,
20,cantonese,chinese,hong kong,NULL,china,18,male,3,NULL,0,academic,cantonese20.mp3,yue,17-May-11,,,
38,dutch,NULL,beveren,NULL,belgium,21,female,12,NULL,0,academic,dutch38.mp3,nld,22-May-11,,,
39,dutch,NULL,hardinxveld-giessendam,NULL,netherlands,22,female,10,NULL,0,academic,dutch39.mp3,nld,26-May-11,,,
18,polish,NULL,bialystok,NULL,poland,18,male,5,NULL,0,academic,polish18.mp3,pol,23-May-11,,,
40,dutch,NULL,dordrecht,NULL,netherlands,25,male,9,NULL,0,academic,dutch40.mp3,nld,26-May-11,,,
26,korean,NULL,seoul,,south korea,23,male,21,canada,1.2,academic,korean26.mp3,kor,31-Jul-11,,,
4,swiss german,NULL,bern,NULL,switzerland,24,male,14,new zealand,11,academic,swissgerman4.mp3,gsw,28-May-11,,,
51,arabic,hijazi,jiddah,NULL,saudi arabia,23,male,12,usa,4,academic,arabic51.mp3,acw,27-Apr-11,,,
52,arabic,hijazi,jiddah,NULL,saudi arabia,21,female,9,usa,5,academic,arabic52.mp3,acw,27-Apr-11,,,
10,thai,NULL,bangkok,NULL,thailand,30,male,6,usa,15,naturalistic,thai10.mp3,tha,25-Jun-11,,,
26,italian,NULL,siracusa,sicily,italy,49,male,11,NULL,0,academic,italian26.mp3,ita,24-Jun-11,,,
29,mandarin,chinese,lanzhou,gansu,china,24,male,4,NULL,0,academic,mandarin29.mp3,cmn,27-Jun-11,,,
30,mandarin,chinese,taipei,NULL,taiwan,27,male,13,usa,1,academic,mandarin30.mp3,cmn,3-Jul-11,,,
438,english,NULL,houston,texas,usa,20,female,0,usa,20,naturalistic,english438.mp3,eng,3-Jul-11,,,
439,english,NULL,richmond,british columbia,canada,18,female,0,canada,18,naturalistic,english439.mp3,eng,5-Jul-11,,,
27,german,NULL,bielefeld,NULL,germany,23,male,10,ireland,0.6,academic,german27.mp3,deu,11-Jul-11,,,
5,nepali,NULL,chisapani,NULL,nepal,39,male,9,usa,5,academic,nepali5.mp3,nep,10-Jul-11,,,
7,indonesian,bahasa indonesia,kediri,java,indonesia,45,female,12,usa,8,academic,indonesian7.mp3,ind,11-Jul-11,,,
3,malay,NULL,seremban,negeri sembilan,malaysia,43,female,6,"uk, usa, india, new zealand",17,academic,malay3.mp3,zlm,"10 july 2011.  residence: 6 years uk, 11 years usa",,,
2,amazigh,tamajeq,ouarzazat,NULL,morocco,39,male,16,usa,4,academic,amazigh2.mp3,thz,10-Jul-11,,,
6,nepali,NULL,bhadrapur,NULL,nepal,24,male,6,usa,6,academic,nepali6.mp3,nep,11-Jul-11,,,
2,filipino,NULL,pasay,NULL,philippines,21,female,3,usa,0.5,naturalistic,filipino2.mp3,fil,8-Jul-11,,,
7,czech,NULL,ostrava,NULL,czech republic,22,female,11,usa,0.5,academic,czech7.mp3,ces,20-Jul-11,,,
440,english,NULL,glasgow,scotland,uk,22,female,0,scotland,22,naturalistic,english440.mp3,eng,19-Jul-11,,,
4,malay,NULL,kuala lumpur,NULL,malaysia,21,female,8,NULL,0.1,academic,malay4.mp3,zlm,22-Jul-11,,,
7,gujarati,NULL,hyderabad,NULL,india,40,female,4,usa,16,academic,gujarati7.mp3,guj,25-Jul-11,,,
7,armenian,NULL,tehran,NULL,iran,31,male,10,usa,3,academic,armenian7.mp3,hye,26-Jul-11,,,
99,spanish,NULL,lima,NULL,peru,20,female,4,usa,1.5,academic,spanish99.mp3,spa,27-Jul-11,,,
100,spanish,NULL,iquitos,NULL,peru,30,female,26,usa,8,academic,spanish100.mp3,spa,Jul-11,,,
42,french,NULL,kinshasa,NULL,democratic republic of congo,22,female,20,usa,2,academic,french42.mp3,fra,Jul-11,,,
8,urdu,NULL,abu dhabi,NULL,united arab emirates,21,female,5,usa,12,academic,urdu8.mp3,urd,Jul-11,,,
2,fanti,akan,accra,NULL,ghana,24,female,7,"uk, usa",10.5,academic,fanti2.mp3,aka,july 2011.  residence: 2.5 years uk, 8 years usa,,
13,bulgarian,NULL,chirpan,NULL,bulgaria,20,male,9,usa,10,academic,bulgarian13.mp3,bul,Jul-11,,,
7,nepali,NULL,chitwan,NULL,nepal,19,male,7,usa,6,academic,nepali7.mp3,nep,Jul-11,,,
8,nepali,NULL,pokhara,NULL,nepal,20,male,5,usa,1.5,academic,nepali8.mp3,nep,Jul-11,,,
14,amharic,NULL,addis ababa,NULL,ethiopia,31,male,12,usa,11,academic,amharic14.mp3,amh,Jul-11,,,
15,amharic,NULL,addis ababa,NULL,ethiopia,23,male,6,usa,1,academic,amharic15.mp3,amh,1-Aug-11,,,
41,dutch,NULL,deventer,NULL,netherlands,41,male,13,usa,3,academic,dutch41.mp3,nld,1-Aug-11,,,
36,russian,NULL,moscow,NULL,russia,25,male,20,usa,4,academic,russian36.mp3,rus,4-Aug-11,,,
31,mandarin,chinese,wenzhou,zhejiang,china,26,female,13,usa,2.5,academic,mandarin31.mp3,cmn,4-Aug-11,,,
63,arabic,NULL,bani walid,NULL,libya,28,female,10,usa,0.3,academic,arabic63.mp3,ayl,29-Jul-13,,,
9,ukrainian,NULL,zaporizhzhya,NULL,ukraine,30,male,20,NULL,0,academic,ukrainian9.mp3,ukr,"5 august, 2011",,,
15,japanese,NULL,osaka,NULL,japan,45,male,12,NULL,0,academic,japanese15.mp3,jpn,"6 august, 2011",,,
3,xiang,chinese,changsha,hunan,china,36,male,13,NULL,0,academic,xiang3.mp3,hsn,8-Aug-11,,,
37,russian,NULL,st. petersburg,NULL,russia,31,male,10,NULL,0,academic,russian37.mp3,rus,15-Aug-11,,,
441,english,NULL,oquawka,illinois,usa,19,female,0,usa,19,naturalistic,english441.mp3,eng,21-Aug-11,,,
28,german,NULL,vienna,NULL,austria,19,female,10,NULL,0,academic,german28.mp3,deu,2-Sep-11,,,
53,arabic,NULL,rabat,NULL,morocco,36,male,17,usa,12,academic,arabic53.mp3,ary,9-Sep-11,,,
32,mandarin,chinese,taipei,NULL,taiwan,23,female,12,usa,2,academic,mandarin32.mp3,cmn,16-Sep-11,,,
442,english,NULL,salisbury mills,new york,usa,23,male,0,usa,23,naturalistic,english442.mp3,eng,19-Sep-11,,,
12,vietnamese,NULL,can tho,NULL,vietnam,24,female,9,usa,15,academic,vietnamese12.mp3,vie,21-Sep-11,,,
443,english,NULL,fort collins,colorado,usa,31,male,0,usa,31,naturalistic,english443.mp3,eng,29-Sep-11,,,
444,english,NULL,anniston,alabama,usa,24,male,0,usa,24,naturalistic,english444.mp3,eng,30-Sep-11,,,
445,english,NULL,san francisco,california,usa,60,male,0,usa,59,naturalistic,english445.mp3,eng,13-Oct-11,,,
446,english,NULL,moorhead,minnesota,usa,23,female,0,usa,23,naturalistic,english446.mp3,eng,15-Oct-11,,,
447,english,NULL,hartford,connecticut,usa,21,male,0,usa,21,naturalistic,english447.mp3,eng,16-Oct-11,,,
43,french,NULL,paris,NULL,france,22,male,11,scotland,0.2,academic,french43.mp3,fra,19-Oct-11,,,
448,english,NULL,isle of arran,scotland,uk,20,male,0,uk,20,naturalistic,english448.mp3,eng,20-Oct-11,,,
16,japanese,NULL,clark field,NULL,philippines,25,female,3,usa,17,naturalistic,japanese16.mp3,jpn,"29 october 2011.  residence:  born in philippines, but move back to okinawa at age 5 days.  lived in okinawa until age 7.  went to american school in okinawa.",,,
449,english,NULL,barton,vermont,usa,27,male,0,usa,27,naturalistic,english449.mp3,eng,6 november 2011.  residency: moved to NJ at age 5,,,
9,urdu,NULL,alexandria,virginia,usa,20,female,5,usa,20,academic,urdu9.mp3,urd,8 november 2011. residence: spoke only urdu up to age 5.,,,
2,jamaican creole english,patois,kingston,NULL,jamaica,21,male,6,"jamaica, usa, virgin islands",21,academic,jamaican_creole_english2.mp3,jam,"8 november 2011. residence: jamaica 16 yrs., usa 4 yrs., st. croix, 1 yr.",,,
